Course Subject,Course Catalog Code,Class Section Code,Enrollment Capacity,Start Time,End Time,Mon,Tue,Wed,Thu,Fri,Sat,SUN
MATH,181,35,35,17:00,18:15,N,Y,N,Y,N,N,N
MATH,181,36,35,08:00,09:15,N,N,Y,N,Y,N,N
MATH,181,37,35,09:30,10:45,N,N,Y,N,Y,N,N
MATH,181,38,35,11:00,12:15,N,N,Y,N,Y,N,N
MATH,181,39,35,12:30,13:45,N,N,Y,N,Y,N,N
MATH,181,40,35,14:00,15:15,N,N,Y,N,Y,N,N
MATH,181,42,35,17:00,18:15,N,N,Y,N,Y,N,N
MATH,181,45,35,11:00,12:15,N,Y,N,Y,N,N,N
MATH,181,46,35,12:30,13:45,N,Y,N,Y,N,N,N
MATH,181,47,35,14:00,15:15,N,Y,N,Y,N,N,N
MATH,181,48,35,15:30,16:45,N,Y,N,Y,N,N,N
MATH,181,49,35,17:00,18:15,N,Y,N,Y,N,N,N
MATH,181,50,35,08:00,09:15,N,N,Y,N,Y,N,N
MATH,181,51,35,09:30,10:45,N,N,Y,N,Y,N,N
MATH,181,52,35,11:00,12:15,N,N,Y,N,Y,N,N
MATH,181,53,35,12:30,13:45,N,N,Y,N,Y,N,N
MATH,181,54,35,14:00,15:15,N,N,Y,N,Y,N,N
MATH,181,55,35,15:30,16:45,N,N,Y,N,Y,N,N
MATH,181,57,35,08:00,09:15,N,Y,N,Y,N,N,N
MATH,181,58,35,09:30,10:45,N,Y,N,Y,N,N,N
MATH,181,61,35,14:00,15:15,N,Y,N,Y,N,N,N
MATH,181,62,35,15:30,16:45,N,Y,N,Y,N,N,N
MATH,181,63,35,17:00,18:15,N,Y,N,Y,N,N,N
MATH,181,64,35,08:00,09:15,N,N,Y,N,Y,N,N
MATH,181,65,35,09:30,10:45,N,N,Y,N,Y,N,N
MATH,181,66,35,11:00,12:15,N,N,Y,N,Y,N,N
MATH,181,67,35,12:30,13:45,N,N,Y,N,Y,N,N
MATH,181,68,35,14:00,15:15,N,N,Y,N,Y,N,N
MATH,181,69,35,15:30,16:45,N,N,Y,N,Y,N,N
MATH,181,70,35,17:00,18:15,N,N,Y,N,Y,N,N
MATH,181,71,35,08:00,09:15,N,Y,N,Y,N,N,N
MATH,181,72,35,09:30,10:45,N,Y,N,Y,N,N,N
MATH,181,73,35,11:00,12:15,N,Y,N,Y,N,N,N
MATH,181,74,35,12:30,13:45,N,Y,N,Y,N,N,N
MATH,181,77,35,17:00,18:15,N,Y,N,Y,N,N,N
MATH,181,80,35,11:00,12:15,N,N,Y,N,Y,N,N
MATH,181,81,35,12:30,13:45,N,N,Y,N,Y,N,N
MATH,181,82,35,14:00,15:15,N,N,Y,N,Y,N,N
MATH,181,83,35,15:30,16:45,N,N,Y,N,Y,N,N
MATH,181,84,35,17:00,18:15,N,N,Y,N,Y,N,N
MATH,181,85,35,08:00,09:15,N,Y,N,Y,N,N,N
MATH,181,86,35,09:30,10:45,N,Y,N,Y,N,N,N
MATH,181,87,35,11:00,12:15,N,Y,N,Y,N,N,N
MATH,181,88,35,12:30,13:45,N,Y,N,Y,N,N,N
MATH,181,89,35,14:00,15:15,N,Y,N,Y,N,N,N
MATH,181,90,35,15:30,16:45,N,Y,N,Y,N,N,N
MATH,181,92,35,08:00,09:15,N,N,Y,N,Y,N,N
MATH,181,93,35,09:30,10:45,N,N,Y,N,Y,N,N
MATH,181,97,35,15:30,16:45,N,N,Y,N,Y,N,N
MATH,181,98,35,17:00,18:15,N,N,Y,N,Y,N,N
MATH,181,99,35,08:00,09:15,N,Y,N,Y,N,N,N
MATH,181,100,35,09:30,10:45,N,Y,N,Y,N,N,N
MATH,181,101,35,11:00,12:15,N,Y,N,Y,N,N,N
MATH,181,102,35,12:30,13:45,N,Y,N,Y,N,N,N
MATH,181,103,35,14:00,15:15,N,Y,N,Y,N,N,N
MATH,182,5,35,14:00,15:15,N,Y,N,Y,N,N,N
MATH,182,8,35,08:00,09:15,N,N,Y,N,Y,N,N
MATH,182,12,35,14:00,15:15,N,N,Y,N,Y,N,N
MATH,182,16,35,09:30,10:45,N,Y,N,Y,N,N,N
MATH,182,18,35,12:30,13:45,N,Y,N,Y,N,N,N
MATH,182,21,35,17:00,18:15,N,Y,N,Y,N,N,N
MATH,182,23,35,09:30,10:45,N,N,Y,N,Y,N,N
MATH,182,28,35,17:00,18:15,N,N,Y,N,Y,N,N
MATH,182,29,35,08:00,09:15,N,Y,N,Y,N,N,N
MATH,182,34,35,15:30,16:45,N,Y,N,Y,N,N,N
MATH,182,39,35,12:30,13:45,N,N,Y,N,Y,N,N
MATH,182,41,35,15:30,16:45,N,N,Y,N,Y,N,N
MATH,182,45,35,11:00,12:15,N,Y,N,Y,N,N,N
MATH,182,50,35,08:00,09:15,N,N,Y,N,Y,N,N
MATH,182,52,35,11:00,12:15,N,N,Y,N,Y,N,N
MATH,182,58,35,09:30,10:45,N,Y,N,Y,N,N,N
MATH,182,61,35,14:00,15:15,N,Y,N,Y,N,N,N
MATH,190,4,35,12:30,13:45,N,Y,N,Y,N,N,N
MATH,190,8,35,08:00,09:15,N,N,Y,N,Y,N,N
MATH,190,16,35,09:30,10:45,N,Y,N,Y,N,N,N
MATH,190,27,35,15:30,16:45,N,N,Y,N,Y,N,N
MATH,219,4,35,12:30,13:45,N,Y,N,Y,N,N,N
MATH,219,8,35,08:00,09:15,N,N,Y,N,Y,N,N
MATH,219,16,35,09:30,10:45,N,Y,N,Y,N,N,N
MATH,219,27,35,15:30,16:45,N,N,Y,N,Y,N,N
MATH,221,8,35,08:00,09:15,N,N,Y,N,Y,N,N
MATH,221,11,35,12:30,13:45,N,N,Y,N,Y,N,N
MATH,241,1,35,08:00,09:15,N,Y,N,Y,N,N,N
MATH,241,2,35,09:30,10:45,N,Y,N,Y,N,N,N
MATH,241,3,35,11:00,12:15,N,Y,N,Y,N,N,N
MATH,241,4,35,12:30,13:45,N,Y,N,Y,N,N,N
MATH,251,1,35,08:00,09:15,N,Y,N,Y,N,N,N
MATH,251,2,35,09:30,10:45,N,Y,N,Y,N,N,N
MCEE,101,1,50,08:00,09:15,N,Y,N,Y,N,N,N
MCEE,101,2,50,09:30,10:45,N,Y,N,Y,N,N,N
MCEE,201,1,36,08:00,09:15,N,Y,N,Y,N,N,N
MCEE,201,2,36,09:30,10:45,N,Y,N,Y,N,N,N
MCEE,201,3,36,11:00,12:15,N,Y,N,Y,N,N,N
MCET,101,1,50,08:00,09:15,N,Y,N,Y,N,N,N
MCET,101,2,50,09:30,10:45,N,Y,N,Y,N,N,N
MCET,201,1,35,08:00,09:15,N,Y,N,Y,N,N,N
MCET,201,2,35,09:30,10:45,N,Y,N,Y,N,N,N
MECE,102,1,24,08:00,08:50,Y,N,Y,N,Y,N,N
MECE,102,2,24,09:00,09:50,Y,N,Y,N,Y,N,N
MECE,102,3,24,10:00,10:50,Y,N,Y,N,Y,N,N
MECE,102,4,24,11:00,11:50,Y,N,Y,N,Y,N,N
MECE,102,5,24,12:00,12:50,Y,N,Y,N,Y,N,N
MECE,102,6,24,13:00,13:50,Y,N,Y,N,Y,N,N
MECE,102,7,24,14:00,14:50,Y,N,Y,N,Y,N,N
MECE,102,8,24,15:00,15:50,Y,N,Y,N,Y,N,N
MECE,102,9,24,16:00,16:50,Y,N,Y,N,Y,N,N
MECE,102,10,24,08:00,08:50,N,Y,N,Y,N,N,N
MECE,102,11,24,09:00,09:50,N,Y,N,Y,N,N,N
MECE,104,1,36,08:00,08:50,Y,N,Y,N,Y,N,N
MECE,104,2,36,09:00,09:50,Y,N,Y,N,Y,N,N
MECE,104,3,36,10:00,10:50,Y,N,Y,N,Y,N,N
MECE,104,4,36,11:00,11:50,Y,N,Y,N,Y,N,N
MECE,104,5,36,12:00,12:50,Y,N,Y,N,Y,N,N
MECE,104,6,36,13:00,13:50,Y,N,Y,N,Y,N,N
MECE,104,7,36,14:00,14:50,Y,N,Y,N,Y,N,N
MECE,104,8,36,15:00,15:50,Y,N,Y,N,Y,N,N
MECE,117,1,36,08:00,08:50,Y,N,Y,N,Y,N,N
MECE,117,2,36,09:00,09:50,Y,N,Y,N,Y,N,N
MECE,117,3,36,10:00,10:50,Y,N,Y,N,Y,N,N
MECE,117,4,36,11:00,11:50,Y,N,Y,N,Y,N,N
MECE,117,5,36,12:00,12:50,Y,N,Y,N,Y,N,N
MECE,117,6,36,13:00,13:50,Y,N,Y,N,Y,N,N
MECE,117,7,36,14:00,14:50,Y,N,Y,N,Y,N,N
MECE,117,8,36,15:00,15:50,Y,N,Y,N,Y,N,N
MET,101,1,50,08:00,09:15,N,Y,N,Y,N,N,N
MET,101,2,50,09:30,10:45,N,Y,N,Y,N,N,N
MET,201,1,35,08:00,09:15,N,Y,N,Y,N,N,N
MET,201,2,35,09:30,10:45,N,Y,N,Y,N,N,N
MET,201,3,35,11:00,12:15,N,Y,N,Y,N,N,N
MFET,101,1,50,08:00,09:15,N,Y,N,Y,N,N,N
MFET,101,2,45,11:00,12:15,Y,N,Y,N,Y,N,N
MFET,201,1,35,08:00,09:15,N,Y,N,Y,N,N,N
MFET,201,2,35,09:30,10:45,N,Y,N,Y,N,N,N
MFET,201,3,45,14:00,15:15,Y,N,Y,N,Y,N,N
MGMT,101,1,50,08:00,09:15,N,Y,N,Y,N,N,N
MGMT,101,2,50,09:30,10:45,N,Y,N,Y,N,N,N
MGMT,101,3,50,11:00,12:15,N,Y,N,Y,N,N,N
MGMT,101,4,50,12:30,13:45,N,Y,N,Y,N,N,N
MGMT,101,5,50,14:00,15:15,N,Y,N,Y,N,N,N
MGMT,101,6,50,15:30,16:45,N,Y,N,Y,N,N,N
MGMT,101,7,50,17:00,18:15,N,Y,N,Y,N,N,N
MGMT,101,8,50,08:00,09:15,N,Y,N,Y,N,N,N
MGMT,101,9,50,09:30,10:45,N,Y,N,Y,N,N,N
MGMT,101,10,50,11:00,12:15,N,Y,N,Y,N,N,N
MGMT,101,11,50,12:30,13:45,N,Y,N,Y,N,N,N
MGMT,101,12,50,14:00,15:15,N,Y,N,Y,N,N,N
MGMT,101,13,50,15:30,16:45,N,Y,N,Y,N,N,N
MPSC,101,1,50,08:00,09:15,N,Y,N,Y,N,N,N
MPSC,101,2,45,11:00,12:15,Y,N,Y,N,Y,N,N
MPSC,201,1,35,08:00,09:15,N,Y,N,Y,N,N,N
MPSC,201,2,35,09:30,10:45,N,Y,N,Y,N,N,N
MPSC,201,3,45,14:00,15:15,Y,N,Y,N,Y,N,N
MRKT,220,1,45,08:00,09:15,N,Y,N,Y,N,N,N
MRKT,220,2,45,09:30,10:45,N,Y,N,Y,N,N,N
MRKT,220,3,45,11:00,12:15,N,Y,N,Y,N,N,N
MRKT,310,1,45,08:00,09:15,N,Y,N,Y,N,N,N
MRKT,310,2,45,09:30,10:45,N,Y,N,Y,N,N,N
MRKT,310,3,45,11:00,12:15,N,Y,N,Y,N,N,N
MSMS,101,1,50,08:00,09:15,N,Y,N,Y,N,N,N
MSMS,201,1,35,09:30,10:45,N,Y,N,Y,N,N,N
NMID,101,1,50,08:00,09:15,N,Y,N,Y,N,N,N
NMID,101,2,50,09:30,10:45,N,Y,N,Y,N,N,N
NMID,201,1,35,08:00,09:15,N,Y,N,Y,N,N,N
NMID,201,2,35,09:30,10:45,N,Y,N,Y,N,N,N
NMID,201,3,35,11:00,12:15,N,Y,N,Y,N,N,N
NUTR,101,1,50,08:00,09:15,N,Y,N,Y,N,N,N
NUTR,101,2,50,09:30,10:45,N,Y,N,Y,N,N,N
NUTR,201,1,35,08:00,09:15,N,Y,N,Y,N,N,N
NUTR,201,2,35,09:30,10:45,N,Y,N,Y,N,N,N
NUTR,201,3,35,11:00,12:15,N,Y,N,Y,N,N,N
PHIL,101,1,50,08:00,09:15,N,Y,N,Y,N,N,N
PHIL,201,1,50,09:30,10:45,N,Y,N,Y,N,N,N
PHIL,301,1,50,11:00,12:15,N,Y,N,Y,N,N,N
PHTS,101,1,50,08:00,09:15,N,Y,N,Y,N,N,N
PHTS,101,2,50,09:30,10:45,N,Y,N,Y,N,N,N
PHTS,201,1,35,08:00,09:15,N,Y,N,Y,N,N,N
PHTS,201,2,35,09:30,10:45,N,Y,N,Y,N,N,N
PHYS,111,1,50,08:00,09:15,N,Y,N,Y,N,N,N
PHYS,211,1,40,08:00,09:15,N,Y,N,Y,N,N,N
PHYS,211,10,40,11:00,12:15,Y,N,Y,N,Y,N,N
PHYS,211,11,40,14:00,15:15,Y,N,Y,N,Y,N,N
PHYS,212,1,40,08:00,09:15,N,Y,N,Y,N,N,N
PHYS,212,2,40,09:30,10:45,N,Y,N,Y,N,N,N
PHYS,212,3,40,11:00,12:15,N,Y,N,Y,N,N,N
PHYS,320,1,40,08:00,09:15,N,Y,N,Y,N,N,N
PHYS,320,2,40,09:30,10:45,N,Y,N,Y,N,N,N
PHYS,320,3,40,12:30,13:45,N,Y,N,Y,N,N,N
PKSC,101,1,50,08:00,09:15,N,Y,N,Y,N,N,N
PKSC,101,2,50,09:30,10:45,N,Y,N,Y,N,N,N
PKSC,201,1,35,08:00,09:15,N,Y,N,Y,N,N,N
PKSC,201,2,35,09:30,10:45,N,Y,N,Y,N,N,N
POLS,101,1,50,08:00,09:15,N,Y,N,Y,N,N,N
POLS,101,2,50,09:30,10:45,N,Y,N,Y,N,N,N
POLS,101,3,50,11:00,12:15,Y,N,Y,N,Y,N,N
POLS,201,1,50,08:00,09:15,N,Y,N,Y,N,N,N
POLS,201,2,50,09:30,10:45,N,Y,N,Y,N,N,N
POLS,201,3,50,14:00,15:15,Y,N,Y,N,Y,N,N
POLS,301,1,50,08:00,09:15,N,Y,N,Y,N,N,N
POLS,301,2,50,09:30,10:45,N,Y,N,Y,N,N,N
POLS,301,3,50,11:00,12:15,Y,N,Y,N,Y,N,N
PSYC,101,1,50,08:00,09:15,N,Y,N,Y,N,N,N
PSYC,101,2,50,09:30,10:45,N,Y,N,Y,N,N,N
PSYC,101,3,50,11:00,12:15,N,Y,N,Y,N,N,N
PSYC,101,4,50,12:30,13:45,N,Y,N,Y,N,N,N
PSYC,101,5,50,14:00,15:15,N,Y,N,Y,N,N,N
PSYC,201,1,50,08:00,09:15,N,Y,N,Y,N,N,N
PSYC,201,2,50,09:30,10:45,N,Y,N,Y,N,N,N
PSYC,201,3,50,11:00,12:15,N,Y,N,Y,N,N,N
PSYC,301,1,50,08:00,09:15,N,Y,N,Y,N,N,N
PSYC,301,2,50,09:30,10:45,N,Y,N,Y,N,N,N
PSYC,301,3,50,11:00,12:15,N,Y,N,Y,N,N,N
SCMG,201,1,45,08:00,09:15,N,Y,N,Y,N,N,N
SCMG,201,2,45,09:30,10:45,N,Y,N,Y,N,N,N
SCMG,301,1,45,08:00,09:15,N,Y,N,Y,N,N,N
SCMG,301,2,45,09:30,10:45,N,Y,N,Y,N,N,N
SOCY,101,1,50,08:00,09:15,N,Y,N,Y,N,N,N
SOCY,101,2,50,09:30,10:45,N,Y,N,Y,N,N,N
SOCY,101,3,50,11:00,12:15,Y,N,Y,N,Y,N,N
SOCY,201,1,50,09:30,10:45,N,Y,N,Y,N,N,N
SOCY,201,2,40,11:00,12:15,Y,N,Y,N,Y,N,N
STAT,145,1,35,08:00,09:15,N,Y,N,Y,N,N,N
STAT,205,1,35,08:00,09:15,N,Y,N,Y,N,N,N
STAT,205,4,35,12:30,13:45,N,Y,N,Y,N,N,N
STAT,305,1,35,08:00,09:15,N,Y,N,Y,N,N,N
STAT,305,2,35,09:30,10:45,N,Y,N,Y,N,N,N
SWEN,261,1,40,08:00,08:50,Y,N,Y,N,Y,N,N
SWEN,261,2,40,09:00,09:50,Y,N,Y,N,Y,N,N
SWEN,261,3,40,10:00,10:50,Y,N,Y,N,Y,N,N
SWEN,261,4,40,11:00,11:50,Y,N,Y,N,Y,N,N
SWEN,261,5,40,12:00,12:50,Y,N,Y,N,Y,N,N
SWEN,261,6,40,13:00,13:50,Y,N,Y,N,Y,N,N
SWEN,262,1,40,08:00,08:50,Y,N,Y,N,Y,N,N
SWEN,262,2,40,09:00,09:50,Y,N,Y,N,Y,N,N
SWEN,262,3,40,10:00,10:50,Y,N,Y,N,Y,N,N
SWEN,262,4,40,11:00,11:50,Y,N,Y,N,Y,N,N
SWEN,262,5,40,12:00,12:50,Y,N,Y,N,Y,N,N
SWEN,262,6,40,13:00,13:50,Y,N,Y,N,Y,N,N
WGSS,101,1,50,08:00,09:15,N,Y,N,Y,N,N,N
WGSS,201,1,35,09:30,10:45,N,Y,N,Y,N,N,N
